Reaction_ID,Reaction_Name,kcat,kcat_MW
rxn09111_c0,Phosphatidylglycerol synthase (n-C16:0)_c0,0.0906,8.300302121
rxn09112_c0,Phosphatidylglycerol synthase (n-C16:1)_c0,0.0906,8.300302121
rxn09113_c0,Phosphatidylglycerol synthase (n-C18:0)_c0,4.0746,373.2937199
rxn09114_c0,Phosphatidylglycerol synthase (n-C18:1)_c0,0.0802,7.347508059
rxn09176_c0,polyphosphate kinase_c0,,
rxn12512_c0,(R)-4'-Phosphopantothenate:L-cysteine ligase_c0,27.8031,917.3475731
rxn09202_c0,Phosphatidylserine decarboxylase (n-C18:0)_c0,,
rxn09210_c0,Phosphatidylserine syntase (n-C18:0)_c0,81.7774,2212.162647
rxn02128_c0,ATP:pantothenate 4'-phosphotransferase_c0,0.8673,57.37967138
rxn00856_c0,putrescine:2-oxoglutarate aminotransferase_c0,35.7337,859.1235907
rxn02989_c0_reverse,R04293_c0,,
rxn05958_c0,S-ribosylhomocysteine lyase_c0,,
rxn03080_c0,5-amino-6-(D-ribitylamino)uracil butanedionetransferase_c0,1.0375,226.5726888
rxn05232_c0,2'-Deoxyadenosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0,2.7138,110.4716733
rxn05234_c0,2'-Deoxyguanosine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0,,
rxn05235_c0,2'-Deoxyuridine 5'-triphosphate:oxydized-thioredoxin 2'-oxidoreductase_c0,,
rxn05647_c0,salicin transport via PEP:Pyr PTS_c0,51.4509,989.5516706
rxn02774_c0,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase_c0,,
rxn02056_c0_reverse,S-Adenosyl-L-methionine:uroporphyrin-III C-methyltransferase_c0,,
rxn15395_c0,O-Succinyl-L-homoserine succinate-lyase (adding cysteine)_c0,29.8965,702.5176491
rxn01406_c0,S-adenosylmethioninamine:putrescine 3-aminopropyltransferase_c0,56.4668,1487.403065
rxn02831_c0,O-Succinylbenzoate:CoA ligase (AMP-forming)_c0,,
rxn00245_c0_num1,"(R,R)-tartrate hydro-lyase (oxaloacetate-forming)_c0",,
rxn03066_c0,"dTDP-4-amino-4,6-dideoxy-D-galactose:2-oxoglutarate aminotransferase_c0",9.7472,399.4974513
rxn02003_c0,dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase_c0,2.3068,135.6484662
rxn01997_c0,"dTDPglucose 4,6-hydro-lyase_c0",,
rxn00785_c0_num1,D-Fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0,12.6996,1375.53549
rxn00747_c0,D-glyceraldehyde-3-phosphate aldose-ketose-isomerase_c0,,
rxn01964_c0,L-serine hydro-lyase [adding 1-C-(indol-3-yl)glycerol 3-phosphate; L-tryptophan and glyceraldehyde-3-phosphate-forming]_c0,11.2738,283.7256058
rxn00474_c0,L-serine hydro-lyase (adding indole; L-tryptophan-forming)_c0,6.4943,163.4408276
rxn01682_c0,"(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate D-glyceraldehyde-3-phosphate-lyase_c0",,
rxn02011_c0,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamate:(L)-meso-2,6-diaminoheptanedioate gamma-ligase (ADP-forming)_c0",8.19,281.1881248
rxn00292_c0,UDP-N-acetyl-D-glucosamine 2-epimerase_c0,0.0852,3.543981769
rxn00295_c0_num1,UDP-N-acetyl-D-glucosamine 4-epimerase_c0,,
rxn06729_c0,(R)-3-Hydroxytetradecanoly-[acyl-carrier-protein]:UDP-N-acetyl-glucosamine 3-O-(3-hydroxytetradecanoyl)transferase_c0,12.8181,1351.66177
rxn00461_c0,Phosphoenolpyruvate:UDP-N-acetyl-D-glucosamine 1-carboxyvinyl-transferase_c0,12.294,330.8005945
rxn03933_c0,UDP-N-acetyl-D-glucosamine:N-acetyl-alpha-D-muramyl(oyl-L-Ala-gamma-D-Glu-L-Lys-D-Ala-D-Ala)-diphosphoundecaprenol 4-beta-N-acetylglucosaminlytransferase_c0,3.0413,138.2844125
rxn02008_c0,UDP-N-acetylmuramoyl-L-alanine:D-glutamate ligase(ADP-forming)_c0,2.8685,51.48570249
rxn02286_c0,UDP-N-acetylmuramate:L-alanine ligase (ADP-forming)_c0,9.8546,364.1475387
rxn02285_c0,UDP-N-acetylmuramate:NADP+ oxidoreductase_c0,5.9454,222.0547168
rxn03901_c0_num1,undecaprenyl-diphosphate phosphohydrolase_c0,0.103,12.33808875
rxn00358_c0,UDP-D-galactopyranose furanomutase_c0,,
rxn03164_c0,"UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminoheptanedioate:D-alanyl-D-alanine ligase(ADP-forming)_c0",14.2484,523.2156973
rxn02287_c0,S-adenosyl-L-methionine:uroporphyrin-III C-methyltransferase_c0,,
rxn00654_c0,N-Carbamoyl-beta-alanine amidohydrolase_c0,32.1464,2593.688327
rxn03397_c0,UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase_c0,1.8742,27.25270448
rxn01019_c0,Carbamoyl-phosphate:L-ornithine carbamoyltransferase_c0,4.7479,43.40429784
rxn25839_c0_reverse,ATP:[ThiS] adenylyltransferase_c0,0.9769,57.71163397
rxn00298_c0,UDP-N-acetyl-D-glucosamine:NAD+ 6-oxidoreductase_c0,7.755,584.3878323
rxn04056_c0,2-dehydro-D-gluconate:NADP+ 2-oxidoreductase_c0,6.8419,387.3042859
rxn01200_c0_num1,Sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycolaldehyde transferase_c0,9.0467,979.8778634
rxn17731_c0,biotin synthase_c0,8.8207,444.0628996
rxn18486_c0,ATP phosphohydrolase (disaccharide-importing)_c0,0.7655,51.27163659
rxn03141_c0,UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-L-lysine:alanyl-D-alanine_c0,0.1197,4.395505388
rxn00113_c0,"Carbon-dioxide:ammonia ligase (ADP-forming,carbamate-phosphorylating)_c0",1.4882,22.36294346
rxn01171_c0,D-glucose 1-epimerase_c0,,
rxn00802_c0,2-(Nomega-L-arginino)succinate arginine-lyase (fumarate-forming)_c0,,
rxn01434_c0,L-Citrulline:L-aspartate ligase (AMP-forming)_c0,57.4944,1149.209634
rxn42230_c0,rxn42230_c0,10.083,1942.61655
rxn15167_c0,L-serine hydro-lyase (adding homocysteine; L-cystathionine-forming)_c0,0.8859,49.01140192
rxn40037_c0,"L-aspartate-4-semialdehyde hydro-lyase [adding pyruvate and cyclizing; (2S,4S)-4-hydroxy-2,3,4,5-tetrahydrodipicolinate-forming]_c0",284.5261,7951.448738
rxn00719_c0_num1,"5,6-Dihydrouracil:NAD+ oxidoreductase_c0",0.0391,5.183361868
rxn01819_c0,"Nomega,Nomega'-dimethyl-L-arginine dimethylamidohydrolase_c0",0.0668,3.756133319
rxn00068_c0,Fe2+:NAD+ oxidoreductase_c0,,
rxn01636_c0,N2-Acetyl-L-ornithine:L-glutamate N-acetyltransferase_c0,1.2496,52.82703852
rxn00863_c0,L-histidinal:NAD+ oxidoreductase_c0,2.6032,204.3688473
rxn02159_c0,L-Histidinol:NAD+ oxidoreductase_c0,11.4601,899.6955389
rxn06023_c0,CoA:apo-[acyl-carrier-protein] pantetheinephosphotransferase_c0,134.3827,35194.98779
rxn00109_c0,ammonia:NAD+ oxidoreductase_c0,75.2368,1589.941029
rxn02507_c0,1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose-5-phosphate carboxy-lyase(cyclizing)_c0,5.7797,360.1321392
rxn02177_c0,Isochorismate pyruvate-hydrolase_c0,57.9699,2456.779538
rxn04113_c0,isopentenyl-diphosphate:NAD(P)+ oxidoreductase_c0,6.6804,330.8732775
rxn00066_c0,NADH:hydrogen-peroxide oxidoreductase_c0,,
rxn01361_c0_num1,(S)-dihydroorotate:NAD+ oxidoreductase_c0,7.4341,496.4155666
rxn02832_c0_reverse,"(1R,6R)-6-hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate hydrolyase (2-succinylbenzoate-forming)_c0",,
rxn00770_c0,ATP:D-ribose-5-phosphate diphosphotransferase_c0,124.1332,1789.498761
rxn20643_c0,thiC (gene name)_c0,10.2466,65.0090382
rxn00777_c0_num1,D-ribose-5-phosphate aldose-ketose-isomerase_c0,,
rxn00048_c0,"6,7-Dimethyl-8-(1-D-ribityl)lumazine:6,7-dimethyl-8-(1-D-ribityl)lumazine 2,3-butanediyltransferase_c0",3.5503,570.7811691
rxn04750_c0,(S)-3-hydroxyacyl-CoA:NAD+ oxidoreductase_c0,16.7134,1907.475107
rxn03843_c0,Farnesyl diphosphate:Isopentenyl diphosphate farnesyl cistransferase_c0,73.3912,4770.465966
rxn26127_c0,maltodextrin phosphorylase_c0,53.8679,782.0829227
rxn05064_c0,carbamate hydro-lyase_c0,,
rxn03481_c0,Arbutin 6-phosphate glucohydrolase_c0,11.2236,189.6137314
rxn03482_c0,Salicin 6-phosphate glucohydrolase_c0,15.7693,266.4096916
rxn42709_c0,rxn42709_c0,,
rxn47768_c0,3-oxo-glutaryl-[acp] methyl ester synthase_c0,,
rxn21857_c0,3-oxo-glutaryl-[acp] methyl ester reductase_c0,0.8751,30.85528444
rxn21858_c0,RXN-11477.c_c0,,
rxn21859_c0,RXN-11478.c_c0,0.7939,69.59987051
rxn21861_c0,3-oxo-pimeloyl-[acp] methyl ester reductase_c0,14.0936,496.928393
rxn21862_c0,RXN-11481.c_c0,,
rxn21863_c0,RXN-11482.c_c0,4.2559,373.1075563
rxn15949_c0,carboxyspermidine carboxy-lyase (spermidine-forming)_c0,11.9573,514.3518442
rxn15947_c0,carboxyspermidine:NADP+ oxidoreductase_c0,23.4118,941.8185596
rxn00011_c0_reverse,pyruvate:thiamin diphosphate acetaldehydetransferase (decarboxylating)_c0,20.8659,388.2782413
rxn23042_c0,thiamine-phosphate diphosphorylase_c0,13.9537,527.6544085
rxn23043_c0,thiamin phosphate synthase_c0,37.5472,1419.834568
rxn23589_c0_reverse,RXN-13329.c_c0,,
rxn04413_c0,R06558_c0,4.3534,838.7371702
rxn01459_c0,4-Aminobutyraldehyde:NAD+ oxidoreductase_c0,3.2469,71.94100775
rxn02400_c0_num1,Nicotinate D-ribonucleotide phosphohydrolase_c0,1.4882,24.3979255
rxn03039_c0,1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide:pyrophosphate phosphoribosyltransferase_c0,2.7753,169.7918743
rxn43581_c0,rxn43581_c0,3.0249,284.9648233
rxn45996_c0,rxn45996_c0,,
rxn03012_c0,R04336_c0,,
rxn07441_c0,"LL-2,6-diaminoheptanedioate:2-oxoglutarate aminotransferase_c0",4.0187,166.2468778
rxn05109_c0,R07399_c0,,
rxn24718_c0,RXN-8243.c_c0,,
rxn45425_c0,rxn45425_c0,88.7905,9024.665433
rxn16574_c0,ATP:molybdopterin adenylyltransferase_c0,1.3226,277.0401831
rxn16583_c0,adenylyl-molybdopterin:molybdate molybdate transferase (AMP-forming)_c0,0.163,13.4453312
rxn02314_c0,ATP:D-tagatose-6-phosphate 1-phosphotransferase_c0,0.2525,6.531954455
rxn03852_c0,"UDP-N-acetyl-D-mannosamine:N-acetyl-beta-D-glucosaminyldiphosphoundecaprenol beta-1,4-N-acetylmannosaminyltransferase_c0",,
rxn27289_c0_reverse,thiazole synthase_c0,7.7548,253.7168413
rxn16108_c0,"(2E,6E)-farnesyl-diphosphate:isopentenyl-diphosphate farnesyltranstransferase (adding 4 isopentenyl units)_c0",10.0828,830.1407587
rxn12666_c0,Pyridoxal transport_c0,,
rxn05323_c0_reverse,"Tetradecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_c0",4.099,359.3523986
rxn05328_c0_reverse,"Hexadecanoyl-[acyl-carrier protein]:malonyl-CoA C-acyltransferase(decarboxylating, oxoacyl- and enoyl-reducing)_c0",,
rxn04675_c0,menaquinone biosynthesis protein-related_c0,,
rxn00675_c0,Propionyladenylate:CoA propionyltransferase_c0,,
rxn01210_c0,10-Formyltetrahydrofolate:L-glutamate ligase (ADP-forming)_c0,105.7077,8328.908184
rxn06864_c0,Biotinyl-5'-AMP:apo-[carboxylase] ligase (AMP-forming)_c0,427.0243,17348.75191
rxn05461_c0,3-Hydroxyoctodecanoyl-ACP:NADP+ oxidoreductase_c0,401.3099,14149.847
rxn03269_c0,dTDP-6-deoxy-L-mannose:NADP+ 4-oxidoreductase_c0,0.2342,13.77183578
rxn00735_c0,"(2R,3S)-3-methylmalate:NAD+ oxidoreductase_c0",,
rxn02186_c0,"2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)_c0",78.3,7852.733117
rxn03068_c0,"(R)-2,3-Dihydroxy-3-methylbutanoate:NADP+ oxidoreductase (isomerizing)_c0",,
rxn03435_c0,"(R)-2,3-Dihydroxy-3-methylpentanoate:NADP+ oxidoreductase (isomerizing)_c0",38.1044,3821.502986
rxn03396_c0,R04989_c0,,
rxn04139_c0,"2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ,NADPH2:oxygen oxidoreductase_c0",,
rxn39451_c0,"2,3,4,5-tetrahydrodipicolinate:NAD+ 4-oxidoreductase_c0",,
rxn06874_c0_num1,reduced ferredoxin:dinitrogen oxidoreductase (ATP-hydrolysing)_c0,,
rxn05938_c0_reverse,pyruvate ferredoxin oxidoreductase_c0,109.0,3080.240974
rxn14048_c0_reverse_num1,2-oxoglutarate:ferredoxin oxidoreductase (decarboxylating)_c0,7.2085,301.1253068
rxn07438_c0,peptide-methionine:thioredoxin-disulfide S-oxidoreductase_c0,32.4192,3226.045945
rxn11944_c0_reverse,Methyltransferase_c0,40.7076,1698.358782
rxn11946_c0_num1,R05614_c0,12.8879,91.48785648
rxn03005_c0,R04326_c0,,
rxn03194_c0_num1,(S)-2-Aceto-2-hydroxybutanoate pyruvate-lyase (carboxylating)_c0,7.6525,349.3393504
rxn05460_c0,3-Oxooctodecanoyl-ACP:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)_c0,7.6496,638.3628601
rxn05459_c0,stearyl-ACP:[acyl-carrier-protein] transferase_c0,,
rxn03408_c0,"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase_c0",,
rxn10193_c0,Poly(glycerol-phosphate) alpha-glucosyltransferase_c0,,
rxn10300_c0,"stearoyl-lipoteichoic acid synthesis (n=24), linked, glucose substituted_c0",,
rxn00577_c0,sucrose:phosphate alpha-D-glucosyltransferase_c0,,
rxn01647_c0,Nicotinate D-ribonucleoside:orthophosphate ribosyltransferase_c0,,
rxn10253_c0,isoheptadecanoyl-Diacylglycerol kinase_c0,1.3375,268.7368794
rxn10254_c0,anteisoheptadecanoyl-Diacylglycerol kinase_c0,4.1021,824.2134976
rxn10255_c0,isotetradecanoyl-Diacylglycerol kinase_c0,4.1021,824.2134976
rxn10256_c0,isopentadecanoyl-Diacylglycerol kinase_c0,4.1021,824.2134976
rxn10257_c0,anteisopentadecanoyl-Diacylglycerol kinase_c0,4.1021,824.2134976
rxn10258_c0,isohexadecanoyl-Diacylglycerol kinase_c0,4.1021,824.2134976
rxn10060_c0,NAD kinase (dTTP)_c0,,
rxn03047_c0,ATP:pantothenate 4'-phosphotransferase_c0,5.1946,343.6693658
rxn00304_c0,GTP:pyruvate 2-O-phosphotransferase_c0,7.453,259.4026249
rxn00411_c0,CTP:pyruvate 2-O-phosphotransferase_c0,5.1946,180.798722
rxn00460_c0,UTP:pyruvate 2-O-phosphotransferase_c0,5.1946,180.798722
rxn00840_c0,dATP:pyruvate 2-O-phosphotransferase_c0,7.453,259.4026249
rxn01354_c0,dGTP:pyruvate 2-O-phosphotransferase_c0,7.453,259.4026249
rxn00712_c0,UTP:uridine 5'-phosphotransferase_c0,5.1946,245.2386924
rxn01128_c0,dATP:cytidine 5'-phosphotransferase_c0,5.1946,245.2386924
rxn01129_c0,dATP:uridine 5'-phosphotransferase_c0,5.1946,245.2386924
rxn01370_c0,dGTP:uridine 5'-phosphotransferase_c0,7.453,351.8584635
rxn01510_c0,dGTP:cytidine 5'-phosphotransferase_c0,7.453,351.8584635
rxn01515_c0,dTTP:cytidine 5'-phosphotransferase_c0,3.0557,144.2605537
rxn01516_c0,dTTP:uridine 5'-phosphotransferase_c0,,
rxn01674_c0,dCTP:uridine 5'-phosphotransferase_c0,26.5624,1254.01922
rxn01679_c0,dUTP:uridine 5'-phosphotransferase_c0,,
rxn01705_c0,dCTP:cytidine 5'-phosphotransferase_c0,,
rxn01706_c0,dUTP:cytidine 5'-phosphotransferase_c0,,
rxn06934_c0_num1,Protein-N(pai)-phosphohistidine:sugar N(pai)-phosphotransferase_c0,,
rxn00107_c0,ATP:2'-deoxy-5-hydroxymethylcytidine-5'-diphosphate phosphotransferase_c0,,
rxn10220_c0,isoheptadecanoyl-phosphatidate cytidylyltransferase_c0,3.152,360.0161185
rxn10221_c0,anteisoheptadecanoyl-phosphatidate cytidylyltransferase_c0,,
rxn10222_c0,isotetradecanoyl-phosphatidate cytidylyltransferase_c0,3.152,360.0161185
rxn10223_c0,isopentadecanoyl-phosphatidate cytidylyltransferase_c0,,
rxn10224_c0,anteisopentadecanoyl-phosphatidate cytidylyltransferase_c0,3.152,360.0161185
rxn10225_c0,isohexadecanoyl-phosphatidate cytidylyltransferase_c0,,
rxn10307_c0,"palmitoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0",3.152,20.78944172
rxn10308_c0,"myristoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0",3.152,20.78944172
rxn10309_c0,"stearoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0",3.152,20.78944172
rxn10312_c0,"isotetradecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0",3.152,20.78944172
rxn10313_c0,"isopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0",0.0906,0.597564537
rxn10314_c0,"anteisopentadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0",0.0906,0.597564537
rxn10315_c0,"isohexadecanoyl-lipoteichoic acid synthesis (n=24), linked, N-acetylglucosamine substituted_c0",0.0906,0.597564537
rxn10192_c0,CDP-glycerol:poly(glycerophosphate) glycerophosphotransferase_c0,,
rxn10291_c0,"stearoyl-lipoteichoic acid synthesis (n=24), linked, unsubstituted_c0",,
rxn10259_c0,isoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0,0.0906,8.300302121
rxn10260_c0,anteisoheptadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0,0.0906,8.300302121
rxn10261_c0,isotetradecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0,0.0906,8.300302121
rxn10262_c0,isopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0,21.7908,1996.360082
rxn10263_c0,anteisopentadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0,34.1479,3128.453497
rxn10264_c0,isohexadecanoyl-CDPdiacylglycerol:sn-glycerol-3-phosphate 3-phosphatidyltransferase_c0,13.4761,1234.610391
rxn01259_c0,Isomaltose 6-alpha-D-glucanohydrolase_c0,1.5519,43.74526733
rxn03838_c0,R05549_c0,3.3041,72.19043488
rxn12845_c0_num1,Gly-Leu aminopeptidase_c0,,
rxn12846_c0_num1,Gly-Phe aminopeptidase_c0,,
rxn12847_c0_num1,Gly-Try aminopeptidase_c0,,
rxn12844_c0_num1,Gly-Cys aminopeptidase_c0,,
rxn03188_c0,3-Ureidoisobutyrate amidohydrolase_c0,,
rxn00302_c0,"GTP 8,9-hydrolase_c0",,
rxn03174_c0_reverse_num1,"2-Amino-4-hydroxy-6-(erythro-1,2,3-trihydroxypropyl) dihydropteridine triphosphate hydrolase_c0",,
rxn03419_c0,formamidopyrimidine nucleoside triphosphate amidohydrolase_c0,,
rxn03421_c0_num1,"2,5-Diaminopyrimidine nucleoside triphosphate mutase_c0",,
rxn10194_c0,Teichoic acid (unsubstituted) export_c0,,
rxn10195_c0,Teichoic acid (glucose substituted) export_c0,6.6168,168.9992422
rxn10196_c0,Teichoic acid (D-alanine substituted) export_c0,6.2646,160.0037258
rxn05365_c0,6-methyl-3-hydroxy-octanoyl-ACP hydro-lyase_c0,,
rxn05377_c0,12-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase_c0,,
rxn05390_c0,7-methyl-3-hydroxy-octanoyl-ACP hydro-lyase_c0,,
rxn05394_c0,9-methyl-3-hydroxy-decanoyl-ACP hydro-lyase_c0,,
rxn05402_c0,13-methyl-3-hydroxy-tetra-decanoyl-ACP hydro-lyase_c0,,
rxn05462_c0,trans-Octodec-2-enoyl-ACP hydro-lyase_c0,,
rxn00898_c0,"2,3-Dihydroxy-3-methylbutanoate hydro-lyase_c0",,
rxn00636_c0,D-mannose aldose-ketose-isomerase_c0,,
rxn10191_c0,D-alanine-poly(phosphoribitol) ligase_c0,,
rxn06673_c0,Acetyl-CoA:carbon-dioxide ligase (ADP-forming)_c0,20.4762,1207.577811
rxn06078_c0,O-acetyl-L-homoserine acetate-lyase (L-homocysteine forming)_c0,8619.2072,202536.925
rxn39452_c0,"2,3,4,5-tetrahydrodipicolinate:NADP+ 4-oxidoreductase_c0",0.7498,24.47477539
rxn04132_c0,R06063_c0,,
rxn04133_c0,R06064_c0,,
rxn04457_c0,R06605_c0,,
rxn05144_c0_num1,Pyridoxal 5-phosphate synthase_c0,1.3526,19.59450954
rxn05157_c0_num1,Urea-ABC transport_c0,2.8582,226.7214613
rxn05187_c0,Vitamin ABC transport_c0,9.8349,134.6519578
rxn05223_c0,Biotin ABC transporter_c0,,
rxn09989_c0,Maltodextrin glucosidase (dextrin)_c0,17.7359,499.9430935
rxn09996_c0,"teichuronic acid (n=45), unlinked, GalNAc-GlcA repeated_c0",2.8746,178.6657381
rxn10199_c0,Peptidoglycan subunit synthesis_c0,0.3914,9.531152448
rxn10273_c0,stearoyl-UDP-glucosyltransferase (diglucosyl)_c0,,
rxn10282_c0,stearoyl-UDP-glucosyltransferase (monoglucosyl)_c0,,
rxn10318_c0,"stearoyl-lipoteichoic acid synthesis (n=24), unlinked, D-alanine substituted_c0",,
rxn10336_c0,stearoyl-cardiolipin synthase_c0,,
rxn10344_c0_num1,Lead (Pb+2) ABC transporter_c0,,
rxn11268_c0_reverse,phosphate ABC transporter permease protein_c0,,
rxn13778_c0,S-Adenosyl-L-homocysteine transporter_c0,,
rxn13782_c0_reverse_num1,Protein biosynthesis_c0,,
rxn13783_c0_reverse_num1,DNA replication_c0,,
rxn13784_c0_reverse,RNA transcription_c0,,
rxn05735_c0,"aldehyde dehydrogenase (aminoacetaldehyde, NAD)_c0",303.8399,6732.128677
rxn10197_c0,TECA4S_c0,,
rxn12225_c0,2-octaprenylphenol hydroxylase_c0,,
rxn06865_c0_reverse_num1,,535.5674,82516.02505
rxn06848_c0_reverse_num1,,2.5821,397.829719
rxn00251_c0_reverse,,,
rxn00003_c0_reverse_num1,,,
EX_cpd00027_e0_reverse,Exchange for D-Glucose_e0,,
rxn05573_c0,,,
rxn19672_c0,,,
rxn14057_c0,,,
rxn12990_c0,,,
rxn12239_c0,,,
rxn11676_c0,,,
rxn11197_c0,,,
rxn08958_c0,,,
rxn08929_c0,,,
rxn08927_c0,,,
rxn08896_c0,,,
rxn08892_c0,,,
rxn08891_c0,,4.6375,33.15364184
rxn08889_c0,,,
rxn08802_c0,,,
rxn08799_c0,,,
rxn08764_c0,,33.1803,3327.663354
rxn08711_c0,,,
rxn08018_c0_num1,,32.7996,5330.434976
rxn07206_c0,,,
rxn05887_c0,,,
rxn05458_c0,,,
rxn05333_c0,,,
rxn05332_c0,,,
rxn03917_c0,,,
rxn03511_c0,,,
rxn03439_c0,,,
rxn03182_c0,,,
rxn03159_c0,,,
rxn03146_c0,,,
rxn02404_c0,,,
rxn01875_c0,,,
rxn01874_c0,,,
rxn01513_c0,,,
rxn01307_c0,,,
rxn01117_c0,,,
rxn00617_c0,,,
rxn00438_c0,,,
rxn00285_c0,,,
rxn00278_c0,,,
EX_cpd11574_e0,Exchange for Molybdate_e0,,
EX_cpd10516_e0,Exchange for fe3_e0,,
EX_cpd10515_e0,Exchange for Fe2+_e0,,
EX_cpd04097_e0,Exchange for Pb_e0,,
EX_cpd01012_e0,Exchange for Cd2+_e0,,
EX_cpd00971_e0,Exchange for Na+_e0,,
EX_cpd00531_e0,Exchange for Hg2+_e0,,
EX_cpd00254_e0,Exchange for Mg_e0,,
EX_cpd00205_e0,Exchange for K+_e0,,
EX_cpd00149_e0,Exchange for Co2+_e0,,
EX_cpd00099_e0,Exchange for Cl-_e0,,
EX_cpd00067_e0,Exchange for H+_e0,,
EX_cpd00063_e0,Exchange for Ca2+_e0,,
EX_cpd00058_e0,Exchange for Cu2+_e0,,
EX_cpd00048_e0,Exchange for Sulfate_e0,,
EX_cpd00034_e0,Exchange for Zn2+_e0,,
EX_cpd00030_e0,Exchange for Mn2+_e0,,
EX_cpd00013_e0,Exchange for NH3_e0,,
EX_cpd00012_e0,Exchange for PPi_e0,,
EX_cpd00009_e0,Exchange for Phosphate_e0,,
EX_cpd00001_e0,Exchange for H2O_e0,,
rxn48128_c0,,,
rxn30018_c0,,2.0259,65.90453995
rxn18574_c0,,,
rxn18495_c0,,,
rxn13645_c0_num1,,,
rxn13299_c0_num1,,,
rxn12220_c0,,,
rxn11258_c0,,,
rxn11196_c0,,,
rxn11051_c0,,,
rxn10954_c0,,7.452,621.8730435
rxn10053_c0,,,
rxn10030_c0,,10.0506,315.6591473
rxn09310_c0,,3.3617,70.38818743
rxn09225_c0,,,
rxn09211_c0,,5.0368,136.2506123
rxn09208_c0,,,
rxn09203_c0,,,
rxn09200_c0,,,
rxn09107_c0,,,
rxn09104_c0,,,
rxn09067_c0,,,
rxn08954_c0,,,
rxn08713_c0,,,
rxn08712_c0,,,
rxn08710_c0,,,
rxn08709_c0,,,
rxn08708_c0,,,
rxn08620_c0,,,
rxn08619_c0,,,
rxn08618_c0,,,
rxn08583_c0,,,
rxn08551_c0,,2.893,147.5113381
rxn08518_c0,,,
rxn08232_c0,,,
rxn08229_c0,,,
rxn08202_c0,,,
rxn08088_c0,,15.7879,1034.344447
rxn08086_c0,,27.2659,1786.325746
rxn08016_c0_num1,,13.4221,2181.295848
rxn06723_c0,,,
rxn05803_c0,,,
rxn05598_c0,,,
rxn05162_c0,,,
rxn05035_c0,,,
rxn03919_c0,,,
rxn03918_c0,,,
rxn03916_c0,,,
rxn03181_c0,,,
rxn03167_c0,,,
rxn03130_c0,,,
rxn02405_c0,,,
rxn02331_c0,,,
rxn02304_c0,,,
rxn02288_c0,,,
rxn01633_c0,,,
rxn01520_c0,,,
rxn00961_c0,,,
rxn00958_c0,,,
rxn00943_c0,,,
rxn00664_c0,,,
rxn00606_c0,,,
rxn00420_c0,,,
rxn00346_c0,,,
rxn00269_c0,,,
rxn00198_c0,,,
rxn00196_c0,,,
rxn00125_c0,,,
rxn00062_c0,,,
nadph,,,
nadh,,,
EX_cpd26831_e0,D-Xylose exchange,,
EX_cpd20885_e0,Turanose exchange,,
EX_cpd15311_e0,"Exchange for 1,2-Diacyl-sn-glycerol dioctadecanoyl_e0",,
EX_cpd11602_e0,Lnulin exchange,,
EX_cpd11576_e0,Exchange for L-methionine R-oxide_e0,,
